2019,24339.0
2020,30449.90494
2021,41284.20891
2022,61323.16476
2023,99195.01526
2024,135844.2813
2025,169220.7662
2026,202971.6116
2027,244725.0848
2028,298324.9153
2029,365779.8407
2030,451342.4876
2031,451342.4876
2032,451342.4876
2033,440508.18363
2034,420469.22777999996
2035,382597.37727999996
2036,345948.11123999994
2037,312571.62633999996
2038,278820.78093999997
2039,237067.30773999996
2040,183467.47723999998
2041,116012.55183999997
