,Residential L1,Residential L2,Residential MUD,Work,Public L2,Fast,Total
0,1506.2123303493295,1339.7999999999981,1659.9508833076131,19.799999999999997,0.0,0.0,4525.763213656941
1,1431.8511615755747,1346.399999999998,1649.9999999999939,19.799999999999997,0.0,0.0,4448.051161575567
2,1430.8000000000147,1343.323616140145,1656.5999999999938,19.799999999999997,0.0,0.0,4450.5236161401535
3,1432.5815562268701,1330.7645693525112,1655.8556150476802,19.799999999999997,0.0,0.0,4439.001740627062
4,1432.1763709068655,1314.8801012438082,1645.4698399472773,19.799999999999997,0.0,0.0,4412.326312097951
5,1429.5041276325805,1306.7999999999986,1644.003599068183,19.799999999999997,0.0,0.0,4400.107726700762
6,1427.9685619223776,1303.6823447610286,1648.7315460531556,19.799999999999997,0.0,0.0,4400.182452736562
7,1424.4710488139092,1313.3999999999985,1643.399999999994,19.799999999999997,0.0,0.0,4401.071048813902
8,1423.881624240482,1319.9999999999984,1639.8635113177043,19.799999999999997,0.0,0.0,4403.545135558185
9,1424.7794616296646,1319.9999999999984,1636.799999999994,19.799999999999997,0.0,0.0,4401.379461629657
10,1423.8000000000143,1318.5963929038373,1649.9999999999939,19.799999999999997,0.0,0.0,4412.196392903846
11,1422.4687947754728,1307.185367282188,1640.5183115102539,19.799999999999997,0.0,0.0,4389.972473567915
12,1423.1658931327192,1301.5788315068648,1627.8696781020542,19.799999999999997,0.0,0.0,4372.414402741639
13,1421.9207777642384,1300.1999999999987,1621.6929649927713,19.799999999999997,0.0,0.0,4363.613742757008
14,1419.8872595755727,1293.9203545748685,1616.9999999999943,19.799999999999997,0.0,0.0,4350.607614150435
15,1419.1812398970073,1288.0482067915716,1607.2136224498618,19.799999999999997,0.0,0.0,4334.243069138441
16,1419.600000000014,1279.033287059195,1612.3598235942277,19.799999999999997,0.0,0.0,4330.793110653437
17,1418.7380274863242,1264.6781467923818,1603.5993033095442,19.799999999999997,0.0,0.0,4306.81547758825
18,1418.4884937370819,1261.3205636831851,1610.3999999999944,19.799999999999997,0.0,0.0,4310.009057420261
19,1416.8000000000138,1260.5999999999992,1610.3999999999944,19.799999999999997,0.0,0.0,4307.600000000008
20,1420.2225687028003,1246.8599836385954,1603.8425558238105,19.799999999999997,0.0,0.0,4290.725108165207
21,1417.3336103062925,1237.1164819637333,1603.7132958735142,19.799999999999997,0.0,0.0,4277.96338814354
22,1416.8000000000138,1225.32210096862,1595.5670514062815,19.799999999999997,0.0,0.0,4257.489152374916
23,1418.3668766011317,1216.7707260445584,1585.4663325947254,19.799999999999997,0.0,0.0,4240.403935240415
24,1416.103332000421,1212.783362201465,1572.101717359497,19.799999999999997,0.0,0.0,4220.788411561382
25,1414.0841447103608,1204.5887586308359,1570.799999999995,19.799999999999997,0.0,0.0,4209.2729033411915
26,1414.0000000000136,1189.783852682423,1570.799999999995,19.799999999999997,0.0,0.0,4194.383852682432
27,1415.4000000000137,1188.0000000000002,1564.93282906664,19.799999999999997,0.0,0.0,4188.132829066654
28,1415.4000000000137,1185.0110613889458,1558.7634875897181,19.799999999999997,0.0,0.0,4178.974548978678
29,1413.077956330619,1180.9712396708853,1556.7430391148937,19.799999999999997,0.0,0.0,4170.592235116398
30,1411.8294188522527,1174.8000000000004,1540.7793307198137,19.799999999999997,0.0,0.0,4147.208749572067
31,1408.3785457640947,1169.9503540430817,1543.1201734677609,19.799999999999997,0.0,0.0,4141.2490732749375
32,1407.0000000000132,1163.2166674079112,1537.7999999999954,19.799999999999997,0.0,0.0,4127.81666740792
33,1407.0000000000132,1155.0000000000007,1530.4014849433363,19.799999999999997,0.0,0.0,4112.20148494335
34,1405.4667654798104,1155.0000000000007,1521.0244545383596,19.799999999999997,0.0,0.0,4101.291220018171
35,1403.417253872747,1149.97510991888,1531.1999999999955,19.799999999999997,0.0,0.0,4104.392363791622
36,1404.200000000013,1144.125666380948,1537.7999999999954,19.799999999999997,0.0,0.0,4105.9256663809565
37,1405.600000000013,1139.2187881779612,1537.7999999999954,19.799999999999997,0.0,0.0,4102.41878817797
38,1406.288912209536,1134.6181821168357,1530.7813858994061,19.799999999999997,0.0,0.0,4091.4884802257775
39,1408.0934111858671,1124.945457838791,1525.1850739207139,19.799999999999997,0.0,0.0,4078.0239429453723
40,1408.4000000000133,1119.065972776342,1517.3987746115686,19.799999999999997,0.0,0.0,4064.6647473879243
41,1408.1597701489136,1102.2000000000014,1504.8501457156829,19.799999999999997,0.0,0.0,4035.009915864598
42,1406.9966702715576,1101.4858644507963,1511.3999999999958,19.799999999999997,0.0,0.0,4039.6825347223503
43,1406.4362591635588,1097.9604049567597,1524.3373679078213,19.799999999999997,0.0,0.0,4048.5340320281402
44,1405.1258923716327,1092.4638540554595,1513.5327045059512,19.799999999999997,0.0,0.0,4030.9224509330434
45,1400.4662787824682,1072.894037352545,1504.7999999999959,19.799999999999997,0.0,0.0,3997.9603161350087
46,1398.0520713742117,1066.0404607942185,1511.3999999999958,26.4,0.0,0.0,4001.892532168426
47,1395.8000000000125,1062.600000000002,1511.3999999999958,26.4,0.0,0.0,3996.2000000000103
48,1397.2000000000126,1056.2039955430416,1510.837179332135,26.4,0.0,0.0,3990.6411748751893
49,1395.279540754041,1056.000000000002,1499.1690360034481,22.964726461705453,0.0,0.0,3973.4133032191967
50,1395.8000000000125,1056.000000000002,1492.4573531683723,19.799999999999997,0.0,0.0,3964.057353168387
51,1397.2000000000126,1046.5835118631044,1489.3489060052598,19.799999999999997,0.0,0.0,3952.932417868377
52,1397.778614052794,1043.7745857337625,1478.5811950567133,19.799999999999997,0.0,0.0,3939.9343948432697
53,1397.2000000000126,1036.2000000000023,1473.1941427732445,19.799999999999997,0.0,0.0,3926.39414277326
54,1397.2000000000126,1036.2000000000023,1471.7999999999963,19.799999999999997,0.0,0.0,3925.000000000012
55,1402.4886616677932,1031.7905795192203,1466.4712458701938,19.799999999999997,0.0,0.0,3920.550487057207
56,1401.4000000000128,1025.0996941457652,1463.5372150297464,19.799999999999997,0.0,0.0,3909.836909175525
57,1400.059243642232,1017.3834931060081,1458.5150502791075,19.799999999999997,0.0,0.0,3895.757787027348
58,1398.9429036524823,1000.3421155632693,1451.9999999999966,19.799999999999997,0.0,0.0,3871.0850192157486
59,1398.5872769995235,984.9406080992666,1446.1023090459855,14.206264099326017,0.0,0.0,3843.8364582441013
60,1396.160582202829,977.036447936046,1445.3999999999967,13.2,0.0,0.0,3831.7970301388714
61,1396.3280371631217,976.8000000000023,1440.752869670145,13.2,0.0,0.0,3827.080906833269
62,1394.4000000000124,976.8000000000023,1432.7403259604932,13.2,0.0,0.0,3817.1403259605077
63,1394.0282706645073,983.4000000000024,1438.7999999999968,13.2,0.0,0.0,3829.4282706645063
64,1395.841639752438,983.4000000000024,1445.3999999999967,13.2,0.0,0.0,3837.841639752437
65,1394.640367641405,988.0832979056154,1445.3999999999967,13.2,0.0,0.0,3841.3236655470173
66,1391.6101201973981,978.4998497833927,1444.483724205498,13.2,0.0,0.0,3827.793694186289
67,1390.200000000012,970.5029722359908,1438.7999999999968,13.2,0.0,0.0,3812.7029722359994
