,Residential L1,Residential L2,Residential MUD,Work,Public L2,Fast,Total
0,30874.80349720283,25479.49393990651,31073.340649763282,749.6717128609157,0.0,446.96259595252144,88624.27239568606
1,29591.859791373816,25423.532883781892,31016.183303233323,745.8000000000015,0.0,285.68028680292787,87063.05626519198
2,29595.141208932368,25373.82616761193,30947.545271166113,752.4000000000016,0.0,150.0,86818.91264771043
3,29600.68143181628,25289.450252028688,30893.594259336474,751.6767635408908,0.0,18.903435002469422,86554.30614172481
4,29589.50824777714,25196.940760059202,30797.460154669334,745.8000000000015,0.0,150.0,86479.70916250568
5,29606.24680697983,25174.764007746315,30713.306791529772,741.4092739643638,0.0,150.0,86385.72688022029
6,29604.55519807933,25073.85933302131,30615.060034017977,739.2000000000015,0.0,150.0,86182.67456511862
7,29612.099443365827,24997.721588002598,30539.618482127313,736.7552760030188,0.0,150.0,86036.19478949877
8,29610.584836050875,24936.142952093545,30431.826868123026,728.9302488565207,0.0,296.8948762924134,86004.37978141637
9,29594.619525622133,24894.264990424956,30312.576899656273,732.6000000000015,0.0,300.0,85834.06141570337
10,29597.908619271642,24752.52713494347,30225.754221778985,732.6000000000015,0.0,300.0,85608.7899759941
11,29589.656192955634,24707.50257741702,30142.531777478896,732.6000000000015,0.0,450.0,85622.29054785156
12,29576.791279827034,24641.488107278405,30058.15659167759,731.0351100953332,0.0,450.0,85457.47108887836
13,29561.03848924228,24523.81918716811,29972.982540411536,726.0000000000015,0.0,450.0,85233.84021682193
14,29542.36439036291,24469.53052284983,29865.43927199554,726.0000000000015,0.0,600.0,85203.33418520828
15,29540.281925054624,24422.63800230368,29825.205436978158,725.7324388114224,0.0,481.3474283375723,84995.20523148545
16,29528.82875090427,24382.612245309894,29761.33467140785,719.4000000000015,0.0,331.21741502117084,84723.39308264318
17,29518.390344815925,24282.092472975364,29675.290904221507,719.4000000000015,0.0,300.0,84495.17372201278
18,29510.962630273374,24189.620214481994,29572.135984797125,713.5578519649575,0.0,300.0,84286.27668151745
19,29508.273866031446,24128.874412279012,29492.169957703638,704.2446861863572,0.0,300.0,84133.56292220045
20,29516.18632073007,24096.353725180543,29430.080077023296,691.4983260978769,0.0,196.90216126243257,83931.02061029422
21,29510.059052183442,23988.28753180547,29329.20956908065,686.4000000000013,0.0,150.0,83663.95615306955
22,29489.9987019574,23890.633836910758,29257.277911556073,680.183168769721,0.0,300.0,83618.09361919395
23,29483.12956186025,23767.921261972337,29191.41018769523,679.8000000000013,0.0,300.0,83422.26101152782
24,29464.665771231324,23704.61194045022,29127.765703476427,679.8000000000013,0.0,600.0,83576.84341515797
25,29462.61141122964,23655.91247033971,29055.54574949201,679.8000000000013,0.0,600.0,83453.86963106136
26,29461.98130558175,23569.929334455453,28965.301224380222,679.8000000000013,0.0,600.0,83277.01186441742
