,Residential L1,Residential L2,Residential MUD,Work,Public L2,Fast,Total
0,30440.08872447247,24844.68528540697,31691.30302892204,693.0000000000014,0.0,1060.2071063785484,88729.28414518003
1,29216.718151400903,24776.106984079765,31596.33165027588,693.0000000000014,0.0,893.7683986497,87175.92518440625
2,29210.40415606384,24761.959112437806,31551.46886093788,693.0000000000014,0.0,875.9212494111896,87092.75337885071
3,29207.027770283148,24705.241844793014,31450.46078616567,693.0000000000014,0.0,750.0,86805.73040124183
4,29208.93931426279,24596.30487780421,31433.1538111489,689.4321442994167,0.0,750.0,86677.83014751531
5,29199.28577891007,24456.33060677716,31369.97916798251,685.3070627165259,0.0,750.0678578354158,86460.97047422169
6,29202.871353251532,24348.73688105032,31304.50298252334,675.4732590141383,0.0,562.60343534546,86094.18791118478
7,29195.834137675363,24267.21603754577,31222.436210599764,670.3050853030429,0.0,600.0,85955.79147112394
8,29189.260366523602,24230.09888150571,31157.53925173859,666.6000000000013,0.0,556.7701644631858,85800.2686642311
9,29188.718973638825,24195.677184637494,31053.607442921068,665.2818006935911,0.0,383.0958696887824,85486.38127157975
10,29175.697652443236,24066.133276600092,30987.665162259273,660.0000000000013,0.0,600.0,85489.4960913026
11,29168.42146169483,24008.241020849462,30894.960836285936,660.0000000000013,0.0,750.0,85481.62331883023
12,29156.539619819174,23911.9861243993,30803.589970820485,660.0000000000013,0.0,750.0,85282.11571503896
13,29144.265665830935,23821.586871809788,30700.35048271569,650.6566915173566,0.0,718.7125919662059,85035.57230383997
14,29128.165479733983,23733.734690355355,30645.711616307486,646.8000000000012,0.0,600.0,84754.41178639683
15,29113.268545533014,23631.539654971177,30549.671731554692,646.8000000000012,0.0,600.0,84541.2799320589
16,29097.915574352293,23529.17105348784,30471.08576252152,646.8000000000012,0.0,600.0,84344.97239036167
17,29103.000049178412,23404.368617462304,30377.577597433046,646.8000000000012,0.0,600.0,84131.74626407376
18,29099.599575767734,23334.472661719345,30267.99001567216,640.9692409414622,0.0,477.69509763276716,83820.72659173346
19,29091.440963394118,23277.021068030655,30201.002278930613,633.6000000000012,0.0,450.0,83653.06431035539
20,29087.77106412872,23213.31346796787,30136.619041255908,628.7375263242906,0.0,450.0,83516.44109967678
21,29077.395796252684,23161.38378723229,30055.609965233107,623.1560878528824,0.0,570.7544445349412,83488.3000811059
22,29061.122071299593,23075.593036629816,29948.41900938094,620.4000000000011,0.0,410.1981520457316,83115.73226935609
23,29061.824165797592,23052.03761884293,29886.05748205325,620.4000000000011,0.0,300.0,82920.31926669377
24,29052.64675149143,23002.80580056918,29827.183528100173,612.2318763318747,0.0,300.0,82794.86795649266
25,29053.040312065525,22926.892129707794,29751.637781566948,607.2000000000011,0.0,153.23224594641786,82492.00246928669
26,29038.905123749406,22847.941998872302,29677.463210582206,606.6431808553776,0.0,450.0,82620.95351405929
27,29048.17894496674,22755.0782048812,29605.403663803958,595.5226236499205,0.0,450.0,82454.1834373018
28,29038.560051579145,22701.964102319373,29545.0207962304,594.000000000001,0.0,450.0,82329.54495012891
29,29036.067314530068,22641.195341321625,29478.850336487183,584.9784488761119,0.0,600.0,82341.09144121499
30,29016.459900501228,22562.554952195434,29420.164767288752,574.200000000001,0.0,750.0,82323.37961998541
