,Residential L1,Residential L2,Residential MUD,Work,Public L2,Fast
0,1506.2123303493295,1339.7999999999981,1659.9508833076131,19.00427441971085,0.0,0.0
1,1431.8511615755747,1346.399999999998,1649.9999999999939,19.06199754592147,0.0,0.0
2,1430.8000000000147,1343.323616140145,1656.5999999999938,19.137293651082114,0.0,0.0
3,1432.5815562268701,1330.7645693525112,1655.8556150476802,19.228952674137087,0.0,0.0
4,1432.1763709068655,1314.8801012438082,1645.4698399472773,19.33576455403069,0.0,0.0
5,1429.5041276325805,1306.7999999999986,1644.003599068183,19.456519229707233,0.0,0.0
6,1427.9685619223776,1303.6823447610286,1648.7315460531556,19.59000664011102,0.0,0.0
7,1424.4710488139092,1313.3999999999985,1643.399999999994,19.73501672418636,0.0,0.0
8,1423.881624240482,1319.9999999999984,1639.8635113177043,19.890339420877556,0.0,0.0
9,1424.7794616296646,1319.9999999999984,1636.799999999994,20.054764669128918,0.0,0.0
10,1423.8000000000143,1318.5963929038373,1649.9999999999939,20.227082407884758,0.0,0.0
11,1422.4687947754728,1307.185367282188,1640.5183115102539,20.40608257608937,0.0,0.0
12,1423.1658931327192,1301.5788315068648,1627.8696781020542,20.590555112687063,0.0,0.0
13,1421.9207777642384,1300.1999999999987,1621.6929649927713,20.779289956622154,0.0,0.0
14,1419.8872595755727,1293.9203545748685,1616.9999999999943,20.97107704683894,0.0,0.0
15,1419.1812398970073,1288.0482067915716,1607.2136224498618,21.164706322281727,0.0,0.0
16,1419.600000000014,1279.033287059195,1612.3598235942277,21.358967721894814,0.0,0.0
17,1418.7380274863242,1264.6781467923818,1603.5993033095442,21.55265118462252,0.0,0.0
18,1418.4884937370819,1261.3205636831851,1610.3999999999944,21.744546649409155,0.0,0.0
19,1416.8000000000138,1260.5999999999992,1610.3999999999944,21.933444055199008,0.0,0.0
20,1420.2225687028003,1246.8599836385954,1603.8425558238105,22.118133340936403,0.0,0.0
21,1417.3336103062925,1237.1164819637333,1603.7132958735142,22.29740444556564,0.0,0.0
22,1416.8000000000138,1225.32210096862,1595.5670514062815,22.470047308031017,0.0,0.0
23,1418.3668766011317,1216.7707260445584,1585.4663325947254,22.634851867276847,0.0,0.0
24,1416.103332000421,1212.783362201465,1572.101717359497,22.790608062247443,0.0,0.0
25,1414.0841447103608,1204.5887586308359,1570.799999999995,22.936105831887105,0.0,0.0
26,1414.0000000000136,1189.783852682423,1570.799999999995,23.070135115140133,0.0,0.0
27,1415.4000000000137,1188.0000000000002,1564.93282906664,23.19148585095084,0.0,0.0
28,1415.4000000000137,1185.0110613889458,1558.7634875897181,23.29894797826353,0.0,0.0
29,1413.077956330619,1180.9712396708853,1556.7430391148937,23.391311436022512,0.0,0.0
30,1411.8294188522527,1174.8000000000004,1540.7793307198137,23.467366163172095,0.0,0.0
31,1408.3785457640947,1169.9503540430817,1543.1201734677609,23.526335357812638,0.0,0.0
32,1407.0000000000132,1163.2166674079112,1537.7999999999954,23.569175254668796,0.0,0.0
33,1407.0000000000132,1155.0000000000007,1530.4014849433363,23.59727534762124,0.0,0.0
34,1405.4667654798104,1155.0000000000007,1521.0244545383596,23.612025130550677,0.0,0.0
35,1403.417253872747,1149.97510991888,1531.1999999999955,23.614814097337806,0.0,0.0
36,1404.200000000013,1144.125666380948,1537.7999999999954,23.607031741863327,0.0,0.0
37,1405.600000000013,1139.2187881779612,1537.7999999999954,23.590067558007924,0.0,0.0
38,1406.288912209536,1134.6181821168357,1530.7813858994061,23.56531103965231,0.0,0.0
39,1408.0934111858671,1124.945457838791,1525.1850739207139,23.534151680677166,0.0,0.0
40,1408.4000000000133,1119.065972776342,1517.3987746115686,23.497978974963203,0.0,0.0
41,1408.1597701489136,1102.2000000000014,1504.8501457156829,23.458182416391104,0.0,0.0
42,1406.9966702715576,1101.4858644507963,1511.3999999999958,23.416151498841586,0.0,0.0
43,1406.4362591635588,1097.9604049567597,1524.3373679078213,23.373275716195323,0.0,0.0
44,1405.1258923716327,1092.4638540554595,1513.5327045059512,23.330944562333016,0.0,0.0
45,1400.4662787824682,1072.894037352545,1504.7999999999959,23.29054753113538,0.0,0.0
46,1398.0520713742117,1066.0404607942185,1511.3999999999958,23.25326084912266,0.0,0.0
47,1395.8000000000125,1062.600000000002,1511.3999999999958,23.219407673373382,0.0,0.0
48,1397.2000000000126,1056.2039955430416,1510.837179332135,23.18909789360563,0.0,0.0
49,1395.279540754041,1056.000000000002,1499.1690360034481,23.162441399537492,0.0,0.0
50,1395.8000000000125,1056.000000000002,1492.4573531683723,23.13954808088707,0.0,0.0
51,1397.2000000000126,1046.5835118631044,1489.3489060052598,23.12052782737244,0.0,0.0
52,1397.778614052794,1043.7745857337625,1478.5811950567133,23.105490528711687,0.0,0.0
53,1397.2000000000126,1036.2000000000023,1473.1941427732445,23.0945460746229,0.0,0.0
54,1397.2000000000126,1036.2000000000023,1471.7999999999963,23.08780435482417,0.0,0.0
55,1402.4886616677932,1031.7905795192203,1466.4712458701938,23.085375259033576,0.0,0.0
56,1401.4000000000128,1025.0996941457652,1463.5372150297464,23.08736867696922,0.0,0.0
57,1400.059243642232,1017.3834931060081,1458.5150502791075,23.093894498349183,0.0,0.0
58,1398.9429036524823,1000.3421155632693,1451.9999999999966,23.105062612891548,0.0,0.0
59,1398.5872769995235,984.9406080992666,1446.1023090459855,23.1209829103144,0.0,0.0
60,1396.160582202829,977.036447936046,1445.3999999999967,23.14176528033584,0.0,0.0
61,1396.3280371631217,976.8000000000023,1440.752869670145,23.16730570493896,0.0,0.0
62,1394.4000000000124,976.8000000000023,1432.7403259604932,23.19664453516699,0.0,0.0
63,1394.0282706645073,983.4000000000024,1438.7999999999968,23.228608214328144,0.0,0.0
64,1395.841639752438,983.4000000000024,1445.3999999999967,23.262023185730655,0.0,0.0
65,1394.640367641405,988.0832979056154,1445.3999999999967,23.29571589268276,0.0,0.0
66,1391.6101201973981,978.4998497833927,1444.483724205498,23.32851277849269,0.0,0.0
67,1390.200000000012,970.5029722359908,1438.7999999999968,23.35924028646867,0.0,0.0
68,1390.192697595623,962.7376892459752,1438.7999999999968,23.38672485991893,0.0,0.0
69,1387.8199277381127,958.1886089463029,1438.7999999999968,23.409792942151707,0.0,0.0
70,1388.800000000012,947.8535555464223,1438.7999999999968,23.427270976475224,0.0,0.0
71,1391.6000000000122,943.8000000000022,1432.30749552255,23.437985406197715,0.0,0.0
72,1390.5799357752471,939.132082854245,1425.0598361660159,23.440762674627422,0.0,0.0
73,1390.5991097220337,943.8000000000022,1418.999999999997,23.43442922507256,0.0,0.0
74,1390.8028181226437,944.9380477029721,1414.3329198053543,23.41781150084136,0.0,0.0
75,1388.467411202728,937.2000000000022,1401.9556890700248,23.38973594524207,0.0,0.0
76,1387.400000000012,933.7457957887192,1394.6829067240265,23.349727311647065,0.0,0.0
77,1383.864029581993,930.6000000000022,1380.7507423265827,23.300103593685435,0.0,0.0
78,1382.257470616934,926.5367343969465,1382.7564141024363,23.243881095050398,0.0,0.0
79,1381.8000000000116,915.7488462392771,1374.6399027432453,23.184076119435193,0.0,0.0
80,1381.5246522626169,905.7720611976908,1367.8386075821302,23.123704970533062,0.0,0.0
81,1380.4000000000115,904.2000000000021,1359.2539476153515,23.06578395203724,0.0,0.0
82,1377.628831952124,910.8000000000021,1347.3822565284104,23.013329367640946,0.0,0.0
83,1377.1204205872136,903.5734493297143,1344.5309277176455,22.969357521037438,0.0,0.0
84,1375.652053425697,891.000000000002,1339.7999999999981,22.936884715919938,0.0,0.0
85,1376.2000000000112,887.3507622471318,1334.516361930814,22.918927255981664,0.0,0.0
86,1378.7502254324809,888.4111682017194,1321.6174518265323,22.918501444915886,0.0,0.0
87,1379.0000000000114,869.2718177637616,1323.524356017606,22.938623586415826,0.0,0.0
88,1379.0000000000114,859.5977898953392,1314.2754027558503,22.98230998417471,0.0,0.0
89,1378.2080428920817,852.115409655565,1297.1879899899586,23.05257694188577,0.0,0.0
90,1377.6000000000113,845.4013165471879,1299.8875668627377,23.152440763242268,0.0,0.0
91,1379.0000000000114,835.8976470944001,1293.5999999999988,23.28385503274705,0.0,0.0
92,1377.4703107155688,824.9965261513178,1293.5999999999988,23.44452245814161,0.0,0.0
93,1375.5886903866872,825.0000000000018,1300.1999999999987,23.63108302797705,0.0,0.0
94,1373.400000000011,825.0000000000018,1298.778616763143,23.840176730804476,0.0,0.0
95,1373.9311052469952,825.0000000000018,1290.3153899939045,24.068443555175016,0.0,0.0
96,1373.400000000011,820.6436336512847,1281.3629157181476,24.312523489639787,0.0,0.0
97,1373.3671101598316,825.0000000000018,1280.399999999999,24.56905652274988,0.0,0.0
98,1372.000000000011,821.138384023873,1279.9376577655134,24.83468264305642,0.0,0.0
99,1372.000000000011,818.4000000000018,1267.6734480026923,25.10604183911053,0.0,0.0
100,1371.5774008247001,816.9303191894167,1254.219867341288,25.379774099463308,0.0,0.0
101,1372.535331555076,811.8000000000018,1240.7999999999995,25.652519412665875,0.0,0.0
