,Residential L1,Residential L2,Residential MUD,Work,Public L2,Fast,Total
0,30916.296870282247,25005.84475223311,31061.079489326778,759.0000000000016,0.0,1064.7850692282973,88807.00618107044
1,29655.17577113006,24971.327330201875,30976.689455938835,758.3202675034495,0.0,1383.1153197866865,87744.6281445609
2,29656.178880734697,24960.528778521577,30880.30660124216,752.4000000000016,0.0,1350.0,87599.41426049844
3,29634.317289894207,24945.719419673675,30805.71321562522,752.4000000000016,0.0,1244.5583930236785,87382.70831821678
4,29616.4344913154,24854.727481910493,30727.41584111939,748.588669175785,0.0,1126.2455605451942,87073.41204406627
5,29603.886779096927,24817.470462958892,30628.756920655087,745.8000000000015,0.0,915.1419704141417,86711.05613312505
6,29587.63425691177,24774.90611472261,30579.93564212962,744.2021140319606,0.0,870.5553576556101,86557.23348545156
7,29573.163934557393,24695.588638277615,30451.32366920164,733.6575910815704,0.0,401.73922281846694,85855.47305593669
8,29570.68965466913,24633.735420136647,30359.42258604394,731.5158734844173,0.0,300.0,85595.36353433413
9,29558.37407786943,24564.789929636238,30310.047407785736,720.7043752128229,0.0,244.59565005018106,85398.5114405544
10,29559.576567107295,24537.669239392355,30182.82195624881,713.9072115906378,0.0,150.0,85143.97497433909
11,29565.995726439807,24415.467657124005,30110.166376038487,708.3498338172346,0.0,300.0,85099.97959341953
12,29558.218324551075,24328.849730085843,30021.208618100907,702.652126960584,0.0,300.0,84910.9287996984
13,29546.749518002787,24249.30944386709,29917.57987587845,699.6000000000014,0.0,435.5526051808646,84848.7914429292
14,29527.455936459923,24114.80662667457,29784.8475882171,694.3370034132158,0.0,578.8815719260183,84700.32872669082
15,29515.169738780914,24061.402526824117,29680.829664053337,693.0000000000014,0.0,600.0,84550.40192965837
16,29491.480915728498,24014.319917062076,29616.445968197455,693.0000000000014,0.0,600.0,84415.24680098802
17,29496.346313088718,23930.38072051438,29545.893184404627,690.6309436992753,0.0,750.0,84413.251161707
18,29492.34951898059,23860.124327596433,29472.286729940697,686.4000000000013,0.0,750.0,84261.16057651771
19,29486.72135320242,23809.831337721145,29378.733455741378,675.9535935045982,0.0,750.0,84101.23974016953
20,29474.278541293363,23735.961871926964,29319.41570882236,679.8000000000013,0.0,750.0,83959.45612204268
21,29463.285606446756,23679.459050802365,29265.717974966163,679.8000000000013,0.0,897.3487956182078,83985.61142783349
22,29444.98861730175,23604.810950566123,29195.4314135055,679.8000000000013,0.0,900.0,83825.03098137338
23,29433.01291088059,23507.390542106274,29106.86574105524,674.4343666021522,0.0,1050.0,83771.70356064425
24,29405.055788521193,23474.82112823845,29024.369852778622,673.2000000000013,0.0,1050.0,83627.44676953826
25,29363.972973371867,23408.800739580478,28934.521193107164,671.7806513199921,0.0,1052.9713133482844,83432.04687072779
26,29358.685693298026,23277.812827866524,28830.499788734447,666.6000000000013,0.0,1033.6571156687244,83167.25542556774
27,29360.157947078085,23166.282247421845,28735.384781139186,666.6000000000013,0.0,724.5950450645665,82653.02002070368
28,29344.610183191893,23113.21953151055,28643.5170055862,666.6000000000013,0.0,549.2142600809308,82317.16098036958
29,29340.2244546793,23011.17555640878,28604.742082440272,666.6000000000013,0.0,600.0,82222.74209352836
30,29339.62431084397,22935.179576598694,28488.80138844179,662.900449626676,0.0,568.0254466149878,81994.53117212611
31,29325.15152200047,22856.315191229423,28395.448393306928,661.5137913069696,0.0,450.0,81688.42889784378
32,29322.87134362784,22829.242244347544,28335.75106417542,658.8615501195071,0.0,450.0,81596.7262022703
33,29316.20072559951,22749.88042248161,28273.790824239528,653.4000000000012,0.0,450.0,81443.27197232064
34,29312.33023241932,22629.12023045148,28203.281601660303,653.4000000000012,0.0,367.30735602004523,81165.43942055113
35,29299.986652173648,22523.578516781043,28097.447485981847,653.4000000000012,0.0,362.9144704445831,80937.32712538111
36,29283.436560836184,22435.91439600271,28000.095929390227,647.5289310555593,0.0,600.0,80966.97581728468
37,29282.13708875065,22369.99639373489,27964.057054946385,646.8000000000012,0.0,600.0,80862.99053743194
38,29266.014831294666,22301.46040131832,27876.284269299187,637.090334019363,0.0,600.0,80680.84983593153
39,29243.900977260993,22158.50287888808,27821.899784127963,633.6000000000012,0.0,600.0,80457.90364027704
40,29224.734467192324,22016.610890943575,27753.131829399208,628.5667172982505,0.0,750.0,80373.04390483336
41,29215.139253207744,21909.36539291641,27762.536115743078,627.0000000000011,0.0,1050.0,80564.04076186723
42,29200.60993259079,21848.178152505283,27730.091064588225,627.0000000000011,0.0,1021.8278721441006,80427.7070218284
43,29189.762046087762,21784.442605184217,27660.2277057424,627.0000000000011,0.0,900.0,80161.43235701439
44,29184.483498370595,21738.312037595028,27558.12905603086,630.5481886280335,0.0,907.4396551878933,80018.9124358124
45,29176.721308853077,21630.79648032442,27466.331002504285,617.4130655829285,0.0,1050.0,79941.2618572647
46,29167.701141028832,21567.164314635855,27429.239463249323,596.5485044546401,0.0,885.9045472288308,79646.55797059747
47,29153.953440709138,21479.925351720678,27312.7268412537,593.1576390031845,0.0,671.4952236030433,79211.25849628974
48,29134.742641560337,21412.659384081944,27248.925404117745,587.400000000001,0.0,600.0,78983.72742976002
49,29141.677073018313,21323.093454477308,27172.815059109293,587.400000000001,0.0,545.9477272931051,78770.93331389803
50,29130.05484918436,21220.971052573175,27092.37410055338,587.400000000001,0.0,450.0,78480.8000023109
51,29106.270083971303,21097.481282166398,26995.1232821482,580.8892057200227,0.0,750.0,78529.76385400593
52,29095.668575101146,21040.897822948355,26937.605837037132,580.800000000001,0.0,708.0621287037836,78363.03436379042
53,29080.70109670127,21001.898090336497,26827.28986156248,580.800000000001,0.0,600.0,78090.68904860025
